대여소번호,count
4868,28321
1248,28311
154,28299
2525,28246
3410,28082
1029,28028
1447,28016
1328,28016
614,27979
291,27957
1851,27942
913,27939
342,27865
4481,27762
1662,27729
3772,27720
1244,27717
4452,27607
2606,27574
3542,27508
217,27495
1946,27461
1151,27445
3219,27434
213,27378
584,27369
2601,27366
3579,27347
1262,27267
1451,27263
1452,27237
2015,27204
505,27196
303,27189
278,27189
1986,27159
131,27067
1231,27024
1122,27006
418,26952
1162,26846
870,26815
3504,26753
771,26747
2058,26735
825,26588
280,26504
2107,26496
1002,26438
3769,26430
788,26417
512,26324
3520,26202
2613,26177
1321,26132
613,26109
1655,26002
1904,25996
4514,25992
1503,25967
222,25963
1663,25951
2637,25924
2635,25909
1996,25901
4553,25889
1449,25879
302,25864
114,25840
186,25837
2025,25808
2730,25792
1636,25735
232,25674
2615,25669
1692,25663
723,25622
5074,25579
3664,25552
287,25498
1201,25495
183,25487
209,25472
794,25469
1111,25463
1643,25426
3784,25419
1363,25389
5070,25279
1617,25269
2628,25204
2611,25188
1268,25141
2264,25119
1048,25060
497,25035
210,25032
1243,24986
1531,24970
633,24949
1220,24943
4768,24908
370,24882
229,24794
500,24770
206,24768
1203,24759
1129,24756
3536,24750
1438,24738
1150,24738
592,24700
219,24630
680,24628
1686,24574
588,24544
548,24524
2915,24491
786,24400
4076,24395
3421,24386
5854,24362
2910,24301
793,24291
284,24281
729,24280
912,24246
2176,24172
1458,24149
133,24136
1135,24110
3515,24074
227,23974
514,23958
224,23939
4213,23911
1192,23878
1126,23876
1351,23817
560,23793
576,23773
316,23712
176,23693
956,23682
643,23625
731,23570
612,23557
1199,23537
421,23468
2255,23417
3513,23381
559,23376
905,23354
5061,23326
2619,23254
130,23243
1688,23219
4535,23159
4564,23148
194,23144
487,23059
3671,23033
1195,23017
630,22960
4353,22944
747,22902
4798,22900
290,22887
2080,22874
1512,22867
3416,22852
587,22835
362,22786
561,22752
1047,22735
1616,22678
296,22647
1442,22626
2630,22605
829,22587
1215,22569
4897,22545
1132,22536
1013,22511
1127,22506
3582,22500
3413,22486
5301,22478
1169,22473
1988,22461
1208,22403
2340,22392
911,22361
4007,22357
1977,22345
226,22341
1140,22320
1235,22257
540,22221
3966,22215
4037,22213
543,22196
1120,22179
1113,22175
1278,22164
4559,22158
719,22147
1077,22104
702,22103
4041,22100
2301,22089
501,22084
2140,22071
3657,22067
244,22010
1023,22008
1119,21972
123,21950
409,21906
238,21902
4453,21847
933,21845
1738,21836
4592,21812
529,21792
2164,21780
493,21721
2222,21709
1246,21690
363,21674
153,21667
2217,21634
4568,21633
1337,21593
780,21590
1448,21573
249,21563
1282,21562
3517,21552
1221,21511
5064,21451
4125,21400
1912,21390
1656,21350
1669,21317
2718,21287
660,21262
1155,21244
1901,21241
3796,21194
754,21192
3757,21189
2306,21188
4483,21158
1354,21139
203,21097
1332,21092
573,21082
1827,21064
1455,21055
3760,21030
107,21017
3422,21013
4575,21012
2727,20988
4408,20947
1668,20943
279,20941
3548,20939
542,20887
508,20815
274,20792
4220,20784
4594,20723
4008,20685
1742,20685
768,20674
2729,20673
4486,20646
474,20615
623,20603
3506,20600
1017,20585
837,20582
414,20527
2912,20523
1462,20512
252,20506
4465,20506
225,20499
1306,20463
3212,20448
1381,20442
4046,20441
1269,20413
1619,20405
539,20400
841,20398
1226,20383
5306,20373
3905,20367
701,20365
2335,20352
3789,20333
1076,20318
1128,20309
796,20295
582,20274
818,20245
3009,20236
4218,20219
205,20210
1689,20209
716,20208
267,20191
148,20181
678,20145
4171,20128
3778,20124
108,20121
642,20105
1035,20070
4003,20066
3627,20044
2618,20024
4813,19991
1022,19990
816,19985
4382,19970
4013,19948
1661,19944
1205,19926
2732,19893
2348,19875
1602,19874
2801,19856
915,19842
308,19837
2230,19796
417,19735
3759,19714
1204,19701
4859,19700
4121,19698
374,19685
1380,19675
1446,19662
3811,19648
2032,19643
2013,19633
4108,19622
2610,19604
521,19485
1720,19481
1001,19477
4484,19465
4464,19456
1259,19453
3764,19448
609,19422
2713,19418
3581,19401
2059,19392
3205,19386
4765,19386
1172,19383
2740,19366
1529,19363
546,19359
175,19351
3560,19337
2106,19327
1762,19326
473,19281
4527,19266
4036,19253
1227,19235
1958,19229
2000,19202
2913,19200
481,19168
3407,19158
577,19153
4876,19099
265,19082
1004,19082
1683,19067
3785,19061
1416,19056
525,19027
258,19026
2741,19021
3586,19006
1737,19003
104,19002
3573,18998
3119,18986
3914,18935
1384,18934
4169,18894
5082,18884
626,18869
231,18836
2175,18820
2265,18819
590,18811
157,18784
5062,18774
1404,18771
1212,18764
563,18724
1690,18675
593,18654
1530,18643
1657,18616
4796,18594
1245,18586
838,18577
3774,18551
329,18533
1401,18530
248,18468
5053,18464
4418,18462
2737,18459
2067,18421
756,18415
3794,18403
1021,18350
220,18349
2724,18338
2252,18325
1177,18319
3549,18309
578,18304
2070,18283
326,18261
950,18245
700,18238
237,18238
214,18231
4532,18224
2706,18207
3865,18205
234,18203
1369,18184
1224,18165
119,18156
2171,18131
3415,18125
2908,18123
201,18045
255,18040
1708,18039
2505,18034
2909,18032
511,18030
2060,17995
340,17959
972,17944
368,17930
657,17919
1908,17873
615,17861
1677,17825
1433,17819
3868,17819
215,17809
1741,17789
1920,17747
4598,17727
1824,17720
2735,17707
3544,17696
1028,17696
1830,17683
1190,17634
1088,17630
1552,17629
438,17628
834,17606
2103,17593
334,17575
1984,17556
3756,17553
1501,17552
2653,17536
1667,17534
3656,17530
2742,17529
439,17528
1841,17526
398,17525
264,17524
4080,17519
2722,17516
492,17510
1390,17487
179,17465
2211,17461
819,17460
2707,17458
166,17449
1535,17433
1168,17430
426,17429
4077,17371
860,17357
2115,17353
605,17351
4792,17341
2279,17336
2007,17335
266,17332
1175,17303
1956,17298
1670,17293
2054,17285
1139,17283
4540,17274
385,17240
128,17223
1744,17220
2702,17199
221,17180
2231,17166
1141,17158
624,17152
2169,17151
3788,17149
3011,17128
1336,17101
1991,17091
1605,17055
674,17009
2108,16981
1933,16976
1974,16965
3201,16964
2220,16918
4381,16915
558,16897
722,16873
116,16868
4657,16864
5075,16853
327,16838
1359,16824
773,16814
3578,16776
4377,16739
1959,16735
3754,16732
1975,16698
663,16696
4710,16691
4222,16685
178,16656
1471,16651
1185,16649
2648,16627
1260,16618
4020,16600
305,16577
635,16574
766,16569
961,16565
1804,16550
3767,16516
2414,16502
2605,16493
537,16475
2746,16454
1362,16419
1767,16395
550,16353
4026,16339
1121,16332
3762,16318
2189,16309
1478,16308
1249,16303
1456,16270
1957,16256
763,16227
2104,16210
310,16204
1108,16192
3814,16188
557,16173
516,16171
1338,16144
2658,16133
4491,16123
2711,16120
4024,16118
3758,16109
2384,16098
1075,16063
1174,16050
4566,16035
4812,16015
4179,16004
3566,15982
669,15980
1450,15967
1319,15949
1964,15934
4633,15923
2056,15914
2530,15909
412,15897
1691,15892
530,15870
1059,15869
739,15864
3907,15849
490,15849
5055,15840
387,15828
4711,15802
204,15800
1962,15790
4804,15781
908,15750
1206,15738
4114,15719
1705,15714
292,15687
4557,15674
2342,15670
917,15669
758,15656
2651,15640
1318,15639
3587,15636
1431,15606
2105,15591
711,15589
411,15580
3687,15562
1148,15558
4496,15556
369,15555
456,15518
1385,15504
3214,15484
2644,15462
2111,15450
3432,15429
4705,15422
112,15421
380,15421
4373,15419
1640,15404
1707,15398
4852,15393
1327,15380
815,15370
989,15360
1229,15351
445,15339
2404,15339
3879,15329
1012,15328
2332,15323
1396,15307
3919,15224
4708,15220
3782,15219
3125,15210
345,15206
4522,15196
4820,15170
314,15146
3860,15144
3550,15126
433,15105
1274,15099
1697,15010
916,15003
1606,14978
3683,14975
513,14974
355,14967
1685,14949
2604,14938
5080,14932
339,14916
849,14892
3206,14888
2431,14854
5752,14842
4031,14840
488,14832
254,14829
5057,14819
3684,14815
301,14808
4018,14803
4560,14790
622,14779
1966,14777
1411,14775
4383,14772
1030,14767
3882,14749
1081,14732
985,14724
832,14712
3502,14712
1051,14706
1333,14693
1257,14673
900,14662
1952,14656
1265,14654
4510,14652
3220,14648
109,14629
2179,14627
3775,14620
1907,14607
4713,14573
1565,14568
320,14567
181,14563
4556,14559
2170,14554
1953,14550
288,14548
962,14544
5066,14502
341,14498
4004,14497
2244,14493
2003,14480
1074,14473
1639,14464
4819,14452
3215,14448
4854,14441
1170,14427
2294,14426
2821,14421
2901,14408
4652,14406
3417,14404
3408,14383
270,14381
1267,14374
627,14373
1413,14356
1931,14354
165,14343
2508,14334
239,14325
835,14322
2221,14317
286,14273
1407,14251
984,14232
3121,14217
826,14203
367,14195
2633,14177
4893,14137
1322,14126
1834,14119
1461,14078
3420,14063
1848,14047
4809,14044
4167,14014
1277,14010
2033,13986
4552,13976
1027,13974
1375,13969
1214,13963
4028,13941
4567,13940
3783,13937
1072,13930
1286,13917
2090,13917
2710,13887
2119,13874
420,13840
2745,13833
4255,13821
1233,13820
453,13814
4526,13808
289,13793
4884,13780
400,13777
736,13774
2303,13774
4019,13739
742,13735
4791,13725
390,13709
617,13696
348,13687
454,13687
5073,13683
1514,13669
1372,13657
4267,13653
1983,13631
1194,13615
4104,13604
143,13603
650,13595
3120,13588
661,13581
749,13580
2904,13580
1743,13579
732,13569
475,13568
124,13546
2247,13541
1186,13532
2324,13519
2642,13517
3013,13512
4175,13508
2274,13499
2656,13496
637,13491
2202,13489
4478,13480
958,13475
1228,13471
1506,13455
4113,13446
4117,13445
5063,13435
242,13421
4317,13414
1440,13411
461,13409
256,13399
1165,13395
4011,13365
1444,13359
3414,13359
2187,13359
191,13342
1403,13331
344,13322
126,13319
1994,13307
1437,13294
346,13291
2911,13289
4872,13282
4102,13273
805,13272
3886,13269
4210,13266
949,13263
359,13246
846,13227
427,13223
5065,13214
510,13212
579,13204
1960,13197
4517,13166
1080,13147
182,13146
1288,13143
1470,13126
1620,13109
223,13102
4025,13054
2540,13028
4600,13023
4528,13020
709,12997
1382,12974
1924,12973
1749,12936
4016,12913
2089,12912
1913,12910
1681,12908
752,12905
356,12903
519,12901
1036,12900
1627,12881
4824,12877
3103,12862
2091,12861
1402,12858
3818,12855
1987,12853
1473,12848
2112,12832
1765,12825
2077,12822
2709,12822
3552,12816
1061,12806
4468,12806
2511,12780
807,12755
495,12750
4674,12742
1428,12736
3102,12734
4873,12721
395,12657
562,12655
145,12632
4891,12631
3614,12625
3528,12620
4659,12604
774,12575
817,12567
2531,12552
4619,12537
4867,12527
3128,12514
170,12499
105,12493
673,12487
111,12481
932,12476
4032,12470
1929,12464
4014,12438
2538,12438
281,12429
2086,12426
3786,12421
4460,12417
1305,12415
2135,12411
1726,12381
1937,12373
571,12370
610,12354
353,12352
5059,12351
1709,12341
3864,12330
1520,12292
2703,12289
740,12280
2333,12275
455,12261
2085,12261
775,12260
4569,12257
4537,12253
437,12239
1651,12221
844,12211
777,12211
1334,12209
2407,12208
3405,12201
1630,12186
2725,12183
1086,12175
338,12168
2327,12164
4105,12158
1408,12145
307,12141
3763,12134
553,12131
300,12124
1665,12123
1808,12116
5851,12110
4078,12108
354,12103
3815,12087
4226,12075
2369,12070
4062,12055
1941,12055
3803,12055
358,12043
1729,12031
1533,12021
2515,12021
3793,12005
335,12002
2638,11995
2195,11991
155,11981
403,11973
3689,11957
134,11938
2009,11881
4620,11874
2415,11873
1171,11870
2652,11837
2066,11832
394,11815
1814,11814
389,11813
1560,11806
1136,11797
1666,11787
4875,11760
4677,11758
4005,11757
4110,11754
1540,11737
321,11729
1003,11701
199,11687
2902,11678
828,11664
3685,11663
1682,11660
800,11646
1429,11643
379,11638
1965,11626
1247,11621
472,11611
1930,11597
457,11588
939,11565
485,11564
3131,11545
2276,11539
4895,11538
2413,11518
839,11511
640,11501
2917,11486
401,11482
4794,11453
3628,11431
2523,11430
3975,11411
450,11407
677,11403
4123,11391
2412,11385
2308,11380
235,11348
2277,11342
3204,11335
4507,11332
813,11330
4558,11266
2302,11265
464,11264
1339,11254
1109,11248
3812,11238
737,11238
1715,11222
4023,11214
4034,11205
2362,11191
1085,11175
4512,11175
241,11142
4367,11129
2423,11094
4518,11074
1928,11070
2823,11070
1146,11069
930,11068
2375,11058
2156,11048
1368,11035
820,11017
2251,11006
1430,11000
1178,10996
1733,10995
1716,10992
5078,10963
2504,10963
4576,10942
4214,10926
5858,10921
3507,10920
1557,10919
1464,10914
1131,10901
3606,10887
2524,10871
1846,10864
2920,10840
2012,10837
5056,10836
3423,10833
4778,10833
601,10825
4467,10819
2266,10797
4797,10794
1833,10789
3203,10789
1253,10761
1642,10754
544,10732
3311,10700
809,10681
1361,10679
125,10657
185,10657
3707,10655
1394,10641
4238,10632
762,10628
122,10610
706,10605
1754,10605
2429,10593
2116,10587
399,10577
2259,10572
1805,10552
1326,10536
586,10535
2082,10532
3816,10531
3873,10477
4823,10472
138,10472
1527,10465
1806,10457
2503,10453
1469,10441
647,10439
1033,10438
162,10437
4208,10420
3411,10405
318,10398
665,10397
782,10389
2273,10385
1187,10376
806,10366
3516,10348
3123,10336
1869,10332
2408,10332
440,10326
4825,10326
1564,10320
2420,10316
2529,10315
156,10299
2034,10290
1748,10284
672,10277
4039,10275
1734,10272
3523,10267
336,10265
2731,10256
1752,10254
3959,10234
2743,10233
129,10232
476,10229
324,10228
3753,10228
4042,10225
2528,10218
150,10217
552,10211
2148,10193
919,10181
1271,10178
4406,10176
1746,10175
963,10150
2712,10150
982,10145
1654,10142
1862,10141
759,10134
4629,10118
4520,10109
2626,10102
2245,10090
4793,10063
328,10060
1840,10055
904,10049
188,10041
1474,10041
536,10033
1454,10022
2372,10020
4828,10015
2405,10015
4601,10007
903,9987
1395,9982
1145,9976
1465,9957
5853,9935
3984,9933
1207,9923
180,9921
4264,9881
2537,9880
4588,9869
251,9866
309,9866
4826,9863
1015,9861
1073,9861
4497,9852
408,9849
1722,9840
3529,9839
2387,9823
4856,9808
1856,9793
2418,9784
2603,9784
2657,9767
115,9766
3792,9765
658,9758
628,9745
4707,9738
1671,9721
1981,9721
750,9710
654,9709
506,9690
5855,9688
2016,9681
538,9675
725,9673
2206,9671
656,9671
1735,9669
391,9660
2095,9656
1300,9655
2174,9631
676,9627
4211,9621
1526,9621
2271,9613
2359,9612
4456,9606
3007,9603
1536,9602
4860,9593
177,9567
852,9564
714,9559
864,9557
1296,9548
2409,9548
4411,9531
836,9530
195,9528
4589,9527
3505,9510
3545,9498
4002,9495
3956,9490
4906,9485
4563,9483
639,9475
3718,9466
3116,9461
2325,9460
430,9453
416,9446
748,9435
1405,9433
2365,9421
1821,9421
1659,9420
2237,9416
1775,9413
4303,9412
2239,9408
1364,9406
2020,9405
3983,9403
1468,9399
4074,9396
4202,9394
1068,9389
4869,9384
4653,9328
2191,9315
1388,9307
720,9301
2820,9290
2122,9269
2213,9262
1217,9247
1256,9235
2410,9233
1303,9229
1719,9220
4671,9218
1641,9214
3658,9205
4837,9203
4463,9203
515,9200
4663,9199
4541,9190
4886,9188
118,9187
1373,9185
2411,9185
2315,9176
4212,9176
520,9175
2317,9172
3651,9169
3853,9158
1060,9155
285,9152
2145,9140
5067,9138
4880,9129
1159,9117
140,9109
4500,9091
1829,9090
2421,9090
4480,9076
743,9073
1198,9067
4224,9062
1420,9056
713,9056
2627,9046
2242,9038
2084,9027
1750,9017
948,9012
1266,9009
402,9008
1828,9007
3525,9004
1519,9003
4216,8998
407,8996
3008,8990
733,8976
1839,8972
3412,8970
4414,8968
436,8959
1346,8958
250,8958
3101,8958
4370,8952
2036,8943
4244,8930
2542,8926
2631,8925
121,8917
4835,8915
3104,8915
3698,8909
2198,8900
1349,8877
349,8833
1016,8829
1628,8802
1771,8796
1230,8783
4107,8782
604,8782
332,8764
4362,8763
4360,8762
2299,8761
372,8751
4469,8751
198,8743
4685,8741
3508,8725
3115,8725
2215,8723
405,8717
1049,8717
4808,8709
4083,8707
2914,8698
1770,8698
1936,8695
1358,8687
4307,8677
923,8675
331,8670
4318,8668
2263,8622
4855,8611
1706,8608
3110,8607
4603,8597
2139,8588
1240,8587
3221,8570
1672,8567
1532,8557
1025,8550
298,8544
4087,8535
1291,8529
1553,8518
3908,8512
135,8505
1554,8503
3963,8501
1343,8498
507,8495
5857,8491
1472,8466
2819,8437
946,8427
4054,8427
2144,8421
4458,8420
3618,8408
1812,8406
666,8397
712,8393
1568,8391
3425,8385
3801,8376
518,8372
2509,8344
3665,8339
960,8329
337,8325
4894,8308
2128,8304
1772,8295
3207,8280
2655,8279
1696,8272
2228,8269
1870,8266
1425,8266
1026,8253
1548,8240
3122,8239
4462,8231
1280,8231
843,8223
452,8219
1130,8217
2634,8202
1042,8191
5076,8187
2243,8168
850,8165
2214,8125
2330,8123
4871,8115
406,8111
810,8103
2167,8083
979,8073
4902,8072
3787,8066
351,8049
4530,8048
607,8046
954,8042
2212,8020
471,8014
1018,8014
4499,8005
3553,8005
1302,8002
4306,7993
1916,7987
2654,7978
652,7971
4206,7964
1480,7958
3969,7938
2268,7937
1057,7930
2233,7927
4103,7917
976,7916
3918,7909
845,7908
1518,7902
2313,7884
667,7881
1340,7875
3863,7874
260,7859
1070,7842
1360,7829
625,7827
1859,7820
1998,7806
925,7804
1822,7793
2645,7792
2227,7788
1457,7787
4905,7772
1528,7743
4009,7742
5311,7726
3113,7721
1702,7718
1751,7711
192,7704
4887,7703
3694,7700
2394,7699
1993,7697
4618,7695
4774,7687
3558,7687
3985,7687
413,7680
3977,7661
4048,7658
2186,7657
3510,7655
299,7645
2229,7643
5753,7632
2293,7630
4615,7621
1835,7614
1725,7603
4419,7603
3130,7582
2037,7575
4420,7573
3623,7573
1854,7549
2026,7549
2196,7547
4253,7543
4332,7540
282,7539
2328,7535
4316,7533
2373,7523
1574,7514
2319,7510
4173,7509
965,7507
233,7504
4857,7502
1348,7501
347,7498
909,7498
446,7489
1299,7481
2297,7470
2320,7465
4073,7463
4040,7389
2185,7386
664,7382
142,7360
2419,7360
141,7350
1634,7332
4800,7326
3132,7324
591,7324
710,7303
3691,7302
371,7295
2250,7291
2617,7282
2065,7257
1809,7249
4591,7241
1515,7233
3129,7231
3699,7219
441,7218
4616,7212
1275,7208
4493,7204
2321,7193
2027,7173
1758,7171
811,7169
757,7148
1063,7146
745,7145
4676,7142
167,7142
2172,7134
1041,7118
555,7113
3211,7107
927,7104
1831,7095
3770,7094
2385,7088
271,7083
1344,7066
1083,7057
3906,7043
4539,7032
4251,7016
1516,7001
3711,7000
1543,7000
425,6993
2625,6990
3686,6987
2341,6986
2069,6985
4555,6975
3676,6948
1509,6947
953,6939
3880,6938
468,6936
4889,6934
3761,6933
3642,6914
4578,6909
4715,6903
4207,6882
3419,6841
3797,6838
2364,6837
477,6830
4246,6828
4536,6826
2521,6810
922,6803
3765,6791
1845,6778
4590,6777
4634,6772
3673,6771
2389,6765
1999,6763
160,6754
2312,6753
3604,6750
2127,6741
1031,6732
866,6730
3537,6725
671,6722
2903,6711
4033,6709
3655,6708
2314,6706
4485,6703
2323,6699
760,6695
2246,6671
4621,6670
4874,6669
2205,6657
2339,6657
1325,6635
2360,6633
2547,6624
3406,6619
2422,6611
2190,6605
4313,6584
4573,6573
1976,6565
1825,6544
4775,6542
1287,6534
2396,6532
2331,6531
1732,6522
4838,6508
3675,6505
2178,6502
4836,6499
2008,6484
2430,6482
848,6478
3813,6471
2502,6464
3588,6462
3127,6452
3609,6451
1441,6451
3776,6450
2550,6447
1289,6444
2549,6442
1646,6441
4152,6437
1759,6426
636,6423
535,6407
1727,6406
2024,6392
594,6370
3980,6356
382,6354
322,6345
2514,6341
638,6340
3629,6318
343,6309
1032,6294
1539,6289
4718,6288
526,6277
2426,6271
4753,6264
2356,6264
606,6256
1056,6242
2137,6239
1285,6230
1067,6228
1137,6225
1551,6224
1239,6223
4472,6221
137,6219
4658,6187
2337,6185
4665,6169
2071,6162
2518,6157
3644,6155
2826,6150
3912,6140
4599,6125
169,6117
4863,6089
1736,6087
1973,6086
3807,6085
434,6084
1064,6077
3640,6071
2616,6068
2129,6022
4475,6018
1183,6011
1693,6003
196,6002
1391,5992
3795,5987
4901,5986
3917,5982
2501,5981
4058,5971
4035,5968
3903,5968
857,5963
776,5961
2272,5960
840,5950
3557,5949
2716,5940
2298,5930
975,5924
1537,5919
4627,5905
1768,5900
4084,5894
1525,5877
5087,5877
902,5874
2062,5865
5084,5862
4320,5861
1774,5856
3643,5855
4605,5852
3700,5850
995,5837
4116,5828
941,5828
424,5801
1065,5791
388,5790
993,5782
1664,5782
2520,5782
2113,5771
364,5768
3107,5766
2539,5742
2048,5722
3641,5721
964,5721
4785,5701
3547,5688
2280,5676
4017,5654
2310,5652
3134,5647
2643,5626
4862,5619
4803,5613
2822,5612
163,5604
1367,5602
1713,5586
767,5572
1421,5551
2353,5547
1968,5537
4678,5536
1241,5534
1542,5519
4807,5505
2815,5496
1843,5491
5072,5491
470,5490
2416,5486
120,5480
4781,5475
4045,5464
480,5460
1110,5458
575,5452
3612,5438
1678,5426
947,5426
1386,5403
3690,5397
4516,5392
2358,5389
466,5382
2326,5376
4579,5371
2344,5370
4474,5370
2388,5367
3636,5347
1723,5330
173,5319
397,5318
3402,5308
3653,5302
2614,5301
1547,5299
4784,5299
600,5297
139,5291
1849,5289
971,5287
1504,5273
4248,5267
3799,5254
2381,5253
1466,5242
741,5240
1347,5236
2094,5227
159,5208
2812,5198
533,5197
4604,5189
2241,5187
1910,5180
4269,5180
1826,5174
1761,5155
1105,5138
2307,5131
3802,5130
2650,5120
1943,5103
1069,5099
3958,5097
4454,5095
3674,5092
1757,5087
2159,5086
4330,5085
1853,5081
1161,5077
4221,5075
2088,5071
1652,5070
1079,5065
3638,5064
1258,5062
1511,5062
1479,5058
4776,5051
942,5047
1418,5046
164,5024
428,5019
2428,4999
1436,4996
3307,4987
1357,4984
3682,4982
4829,4980
2370,4960
4636,4951
4610,4948
1323,4946
808,4943
2336,4939
621,4934
2380,4913
4581,4905
1863,4901
3006,4887
469,4885
171,4878
3543,4874
1213,4874
1660,4873
524,4872
1426,4850
4821,4847
1992,4841
1819,4838
1571,4833
2357,4833
2406,4828
4811,4816
4329,4808
967,4788
2818,4787
1546,4786
863,4778
5089,4777
822,4770
1315,4763
2057,4757
4762,4753
572,4738
1967,4728
161,4723
4892,4722
491,4681
2143,4676
830,4666
3692,4664
1868,4662
3688,4661
442,4658
3661,4657
489,4638
802,4632
790,4626
4752,4614
2258,4601
494,4590
4385,4590
1058,4567
2281,4564
1279,4557
4312,4554
3654,4549
2309,4531
1573,4522
2318,4519
4272,4519
3105,4512
5088,4503
1717,4502
1635,4488
4607,4481
4490,4457
4761,4440
2535,4436
2382,4435
2548,4435
211,4435
2825,4428
2907,4419
724,4417
522,4406
978,4405
4582,4395
2223,4390
4719,4375
2285,4370
479,4368
4580,4364
4234,4361
943,4354
4064,4346
4683,4339
4667,4337
127,4332
2083,4318
869,4315
1971,4298
4815,4296
1188,4293
2349,4292
2351,4281
435,4278
1538,4277
1510,4274
4703,4266
4827,4264
4247,4254
449,4253
3663,4228
1034,4216
1714,4216
534,4209
1290,4197
4766,4191
1037,4190
4622,4185
2649,4180
3521,4174
1477,4154
2368,4142
2235,4142
5305,4138
1679,4134
2427,4127
1053,4119
1865,4117
295,4113
1263,4110
3634,4088
1558,4086
952,4085
1513,4075
928,4062
3659,4059
4882,4058
2527,4053
867,4023
851,4010
2270,4005
1366,3988
2256,3953
4304,3939
3804,3939
2305,3927
2041,3906
3630,3896
2526,3896
1365,3895
3806,3894
352,3891
966,3890
827,3872
4885,3869
3766,3865
1435,3856
3310,3853
2363,3849
3621,3845
3109,3835
1314,3835
1196,3834
679,3830
994,3825
3556,3815
3672,3796
4638,3784
4181,3783
3703,3782
1181,3779
451,3770
4888,3766
1756,3764
4315,3749
3426,3747
4585,3741
1459,3726
2329,3718
1823,3711
4162,3704
4089,3698
1979,3694
3100,3684
3551,3675
3530,3674
5503,3674
3114,3673
608,3673
1728,3672
959,3668
4840,3648
3646,3644
3117,3639
4951,3639
5756,3635
4043,3631
1054,3628
1353,3622
4386,3622
1820,3621
1858,3603
5091,3591
1703,3585
3005,3579
858,3578
432,3571
483,3571
2817,3569
2038,3561
973,3554
1370,3552
1850,3543
3967,3542
2376,3510
1316,3502
934,3502
1101,3492
2311,3491
1038,3484
4519,3481
1304,3479
4583,3477
3126,3459
4461,3458
2203,3455
681,3451
5310,3450
823,3450
3427,3428
410,3426
2390,3423
2516,3422
4881,3418
4639,3413
4684,3398
2545,3397
3968,3388
3611,3385
422,3385
1006,3381
4609,3366
3561,3363
3974,3360
2283,3360
4625,3341
2517,3332
977,3332
1857,3331
3602,3321
4534,3312
4632,3301
1463,3274
569,3267
4672,3262
4602,3259
1731,3249
2165,3246
4327,3239
1071,3210
2210,3209
4388,3201
3531,3161
2804,3158
4914,3141
4262,3129
5751,3128
2814,3125
4158,3121
4387,3110
3503,3092
4153,3091
4907,3085
2533,3074
1410,3064
4266,3036
3714,3032
1541,3025
2401,3024
4473,3020
3973,3017
2417,3016
1393,2988
2519,2984
2184,2980
1864,2973
2249,2964
4584,2963
1422,2960
297,2952
2226,2951
