구분,장소 설명,위도,경도
서울특별시 동작구3,서울특별시 동작구 본동(한강대교남단교차로 부근),37.5186,126.9538
서울특별시 동작구4,서울특별시 동작구 신대방동(보라매삼성쉐르빌 부근),37.491,126.9242
서울특별시 동작구5,서울특별시 동작구 흑석동(흑석초 아래 자전거도로 부근),37.512,126.9602
서울특별시 동작구6,서울특별시 동작구 노량진동(노량진동114-5 부근),37.51,126.9405
서울특별시 강남구1,서울특별시 강남구 압구정동(동호대교 밑 자전거도로 부근),37.5303,127.0227
서울특별시 송파구1,서울특별시 송파구 방이동(올림픽공원사거리 부근),37.5173,127.1274
서울특별시 송파구2,서울특별시 송파구 가락동(광평교 부근),37.4907,127.103
서울특별시 송파구3,서울특별시 송파구 잠실동(잠실역사거리 부근),37.5132,127.1026
서울특별시 송파구4,서울특별시 송파구 문정동(3기동단 앞 사거리 부근),37.4852,127.1213
서울특별시 송파구5,서울특별시 송파구 풍납동(올림픽대교남단사거리 부근),37.5284,127.1129
서울특별시 송파구6,서울특별시 송파구 풍납동(신천동257-1 부근),37.526,127.1118
서울특별시 송파구7,서울특별시 송파구 문정동(가락시장역앞교차로 부근),37.4925,127.1182
서울특별시 송파구8,서울특별시 송파구 삼전동(레이크팰리스남1문 부근),37.5028,127.0901
서울특별시 송파구9,서울특별시 송파구 가락동(신가초교앞사거리 부근),37.4975,127.1221
서울특별시 송파구10,서울특별시 송파구 석촌동(미광빌딩 부근),37.5042,127.1042
서울특별시 송파구11,서울특별시 송파구 잠실동(GS25한강잠실2호점 부근),37.5193,127.08
서울특별시 송파구12,서울특별시 송파구 거여동(거여역교차로 부근),37.492,127.1444
서울특별시 송파구13,서울특별시 송파구 풍납동(강동성내역세권청년주택 부근),37.5298,127.1207
서울특별시 강동구1,서울특별시 강동구 성내동(둔촌사거리 부근),37.5273,127.1363
서울특별시 강동구2,서울특별시 강동구 둔촌동(천호대로1168 부근),37.5312,127.1387
서울특별시 강동구3,서울특별시 강동구 강일동(리버파크6단지 부근),37.5684,127.1706
서울특별시 강동구4,서울특별시 강동구 성내동(파리바게뜨 올림픽북문점 부근),37.5222,127.1259
